pmid,title,abstract,authors,year,journal,search_label,decision
35450002,"Predictors of premarital screening and genetic counseling knowledge and attitude among deaf and hard hearing females in Tabuk, Saudi Arabia.","According to Saudi Arabia's 2030 vision, research should be directed to prevention, early detection, and intervention to reduce all types of disability. The current study aimed to investigate the predictors of Premarital Screening and Genetic Counseling (PMSGC) knowledge and attitude among deaf and hard hearing females' in Tabuk, Saudi Arabia. Descriptive correlational design was conducted on a convenience sample of 67 deaf and hard hearing students from the Tabuk region. Data were collected by an electronic questionnaire elaborated to the participants using sign language. The results revealed that most participants had incorrect answers regarding most PMSGC questions. Around two-thirds (68.7%, 65.7%, and 71.6%) of them strongly agree that PMSGC is very important, compatible with Islamic principles, and prevents family social and psychological problems, respectively. Older, urban area residents and university-educated participants have significantly higher knowledge and attitude scores than their peers (t=2.239, 4.887, 4.790 & p<0.05), respectively. Multiple regression shows that age (b=0.302, t=-2.795, p=0.007), education (b=0.336, t=2.425, p=0.019), mothers' education (b=0.314, t=2.345, p=0.023), and monthly income (b=-0.337, t=-2.503, p=0.015), are significant predictors of PMSGC knowledge. Furthermore, age (b=0.659, t=4.024, p=0.000), residence (b=0.293, t=2.233, p=0.030), education (b=-0.395, t=3.028, p=0.004), and type of disability (b=-0.443, t=-3.763, p=0.000) are significant predictors of PMSGC attitude. Although most deaf and hard hearing females have incorrect knowledge regarding PMSGC, most have a positive attitude. The study concluded that participants' education, mothers' education, and monthly income are significant predictors of PMSGC knowledge. Moreover, age, residence, education, and type of disability were significant predictors of higher PMSGC attitudes.",Zaien Sahar Zedan; El-Houfey Amira Abdallah; Alqahtani Hanadi; El Sayed Hanan Abd Elwahab; Elgzar Wafaa Taha; Essa Rasha Mohamed; Bayomy Hala; Ibrahim Heba Abdel-Fatah,2022,Journal of medicine and life,Islamic bioethics / genomic consent — supplementary,pending
35194886,Exploring the role of Islam on the lived experience of patients with Long QT Syndrome in Saudi Arabia.,"Genetic services are rapidly growing in the Arab world leading to increasing number of patients being diagnosed with genetic disorders. Islam is the only/major religion of the local population in these countries. Muslim patients integrate religion in virtually every aspect of their lives, and it is vital to understand the role of Islam on their coping and decision-making in the context of genetic counseling. This will help provide patients with the most appropriate services aligned to their religious beliefs and will improve outcomes. Increasing numbers of patients are being diagnosed with Long QT syndrome in Saudi Arabia. Using semi-structured interviews, this study explored the role of Islam on the lived experience of 13 Saudi participants diagnosed with autosomal dominant Long QT syndrome (3/13) or who are carriers of Jervell and Lange-Nielsen syndrome (10/13). The interviews investigated how they made sense of living with the condition in light of their religion/spirituality. The data were analyzed using interpretative phenomenological analysis and produced four superordinate themes: 1) Common belief and idiosyncratic interpretation; 2) Using religion to justify positive reframing of current illnesses; 3) Interplay between belief in medicine and in religion; and 4) Complex impact of diagnosis on religiosity. The results show that the participants' idiosyncratic interpretations of the religious principles, not the principles themselves, had an important influence on their coping, medical decision-making, perceptions regarding the cause of their disease, and compliance with medical advice. A novel insight of the current study is that the personal understanding and interpretation of medical information played the greatest role in the decision-making process, and not the religious beliefs. Thus, it is important for health professionals to give patients' information in a manner that is clear and detailed in order for them to facilitate an informed decision, and to ensure that they fully understand the implications.",Bakur Khadijah H; Al-Aama Jumana Y; Alhassnan Zuhair N; Brooks Helen; Clancy Tara; Manea Waleed; Takroni Saud A; Ulph Fiona,2022,Journal of genetic counseling,Islamic bioethics / genomic consent — supplementary,pending
34394752,CRISPR-Cas9 and He Jiankui's Case: an Islamic Bioethics Review using,"The discovery of clustered regularly interspaced short palindromic repeats (CRISPR) and the CRISPR-mediated protein 9 (CRISPR-Cas9) immediately revealed numerous potential therapeutic applications. Although CRISPR-Cas9 will most likely be useful for addressing issues such as genetic diseases and related medical issues, use of this modality for germline modification generates complex ethical questions regarding the safety and efficacy, human genetic enhancement, and ""designer"" babies. In this article, the case of the He Jiankui affair is used as an example of the potential for unregulated use of CRISPR-Cas9 technology. In 2018, Dr He Jiankui reported that he had successfully edited human embryos. This work clearly violates all international principles of bioethics. As such, the purpose of this paper is to explore the ethical challenges inherent in the use of CRISPR-Cas9 for human germline editing from the perspectives of the goals of Islamic law (Maqasid al Shari'a) and the major jurisprudential maxims (Qawaid Fiqhiyyah). We argue that from an Islamic standpoint, the therapeutic application of CRISPR-Cas9 for germline editing may be permissible if the safety and efficacy concerns are resolved and if the principles of Maqasid al-Shari'a are fulfilled.",Alsomali Nimah; Hussein Ghaiath,2022,Asian bioethics review,Islamic bioethics / genomic consent — supplementary,pending
34113375,Whole-Exome Sequencing Reveals a Rare Variant of,Non-syndromic hearing loss (NSHL) is one of the most frequent auditory deficits in humans characterized by high clinical and genetic heterogeneity. Very few studies have reported the relationship between,Fareed Mohd; Sharma Varun; Singh Inderpal; Rehman Sayeed Ur; Singh Gurdarshan; Afzal Mohammad,2021,Frontiers in genetics,Islamic bioethics / genomic consent — supplementary,pending
33550646,Supporting a sense of inclusion and belonging for genetic counseling students who identify as racial or ethnic minorities.,"Racial and ethnic minority graduate students in a variety of academic and professional disciplines have been reported to experience microaggressions and feelings of isolation during the course of their training. The purpose of this constructivist grounded theory study was to characterize the training experiences of genetic counseling students who identify as racial or ethnic minorities. The goal of enhancing racial and ethnic diversity has been discussed for decades within the genetic counseling profession, but the actual training experience of underrepresented minorities has yet to be fully explored. We conducted 13 videoconference focus groups with 32 recent graduates of genetic counseling training programs who identify as racial or ethnic minorities. This paper presents results from three of the thematic categories identified in that larger study: Participants' interactions with classmates, Sense of belonging in the GC profession, and Available or desired supports. Participants reported experiencing negative interactions within their training program, during supervised clinical rotations, and at professional events; negative interactions included comments suggesting they did not belong in the United States, being confused with another non-white classmate, and intrusive questions or assumptions about their family, culture, or religion that were not similarly directed at white classmates. Trainees who were Muslim or Black/African American reported feeling particularly isolated by these incidents. Participants reported that they sought support from a variety of sources following negative experiences. Non-minority program faculty were perceived as able to offer listening or action but not understanding or guidance, which were perceived as more likely to be available from individuals who identify as racial or ethnic minorities. Results of this exploratory study suggest the need for training programs to ensure that appropriate supports are available to minority students, including diverse faculty and staff and non-program resources.",Carmichael Nikkola; Redlinger-Grosse Krista; Birnbaum Shira,2021,Journal of genetic counseling,Islamic bioethics / genomic consent — supplementary,pending
33239050,Incidence of inherited metabolic disorders in southern Israel: a comparison between consanguinity and non-consanguinity communities.,"Inherited metabolic disorders (IMDs) are group of rare monogenic diseases, usually derived from reduced or absent activity in a single metabolic pathway. Most of the IMDs are inherited in an autosomal recessive manner. The incidence of IMDs varies from country to country and within different ethnic groups, but data is still scarce. Consanguinity rate among populations is highly contributor factor for IMDs incidence. There are no reports comparing the incidence of IMD in consanguineous and non-consanguineous populations from the same geographic region with the same diagnostic capabilities. Our study objective is to compare the incidence of IMDs between between the relatively low consanguineous Jewish population and the consanguineous Bedouin population, both living in the southern of Israel. During 1990-2017 there were 393,772 live births in the Negev district, of Southern of Israel. Among them 187,049 were of Jewish origin while 206,723 were of Bedouin-Muslim origin. A total of 223 children were diagnosed in this study period with IMDs. Among those 223 children with IMD, 33 were of Jewish origin while the other 190 children were of Bedouin-Muslim origin. The overall incidence for IMDs of the overall Negev population was 56.6/100,000 live birth. The incidence for IMD's among the Bedouin population was significantly higher than among Jewish population. IMDs are extremely more common in the consanguineous Bedouin compared with the relatively non-consanguineous Jewish population of Southern Israel. Health policy makers should consider these data and prepare educational and genetic counselling problems accordingly.",Hazan G; Hershkovitz E; Staretz-Chacham O,2021,Orphanet journal of rare diseases,Islamic bioethics / genomic consent — supplementary,pending
33059675,Challenges to effective and autonomous genetic testing and counseling for ethno-cultural minorities: a qualitative study.,"The Arab population in Israel is a minority ethnic group with its own distinct cultural subgroups. Minority populations are known to underutilize genetic tests and counseling services, thereby undermining the effectiveness of these services among such populations. However, the general and culture-specific reasons for this underutilization are not well defined. Moreover, Arab populations and their key cultural-religious subsets (Muslims, Christians, and Druze) do not reside exclusively in Israel, but are rather found as a minority group in many European and North American countries. Therefore, focusing on the Arab population in Israel allows for the examination of attitudes regarding genetic testing and counseling among this globally important ethnic minority population. We used a qualitative research method, employing individual interviews with 18 women of childbearing age from three religious subgroups (i.e., Druze, Muslim, and Christian) who reside in the Acre district, along with focus group discussions with healthcare providers (HCPs; 9 nurses and 7 genetic counselors) working in the same geographical district. A general lack of knowledge regarding the goals and practice of genetic counseling resulting in negative preconceptions of genetic testing was identified amongst all counselees. Counselors' objective of respecting patient autonomy in decision-making, together with counselees' misunderstanding of genetic risk data, caused uncertainty, frustration, and distrust. In addition, certain interesting variations were found between the different religious subgroups regarding their attitudes to genetic counseling. The study highlights the miscommunications between HCPs, particularly counselors from the majority ethno-cultural group, and counselees from a minority ethno-cultural group. The need for nuanced understanding of the complex perspectives of minority ethno-cultural groups is also emphasized. Such an understanding may enhance the effectiveness of genetic testing and counseling among the Arab minority group while also genuinely empowering the personal autonomy of counselees from this minority group in Israel and other countries.",Cohen-Kfir Nehama; Bentwich Miriam Ethel; Kent Andrew; Dickman Nomy; Tanus Mary; Higazi Basem; Kalfon Limor; Rudolf Mary; Falik-Zaccai Tzipora C,2021,BMC medical ethics,Islamic bioethics / genomic consent — supplementary,pending
32928295,Ethics of research on stem cells and regenerative medicine: ethical guidelines in the Islamic Republic of Iran.,"Regenerative medicine plays a major role in biomedicine, and given the ever-expanding boundaries of this knowledge, numerous ethical considerations have been raised. Rapid advancement of regenerative medicine science and technology in Iran, emerged the Iranian National Committee for Ethics in Biomedical Research to develop a comprehensive national ethical guideline. Therefore, the present ethical guideline which comprises eleven chapters was developed in 2019 and approved in early 2020. The titles of these chapters were selected based on the ethical considerations of various aspects of the field of regenerative medicine: (1) ethical principles of research on stem cells and regenerative medicine; (2) ethical considerations for research on stem cells (embryonic stem cells, epiblast stem cells, tissue-specific stem cells, stem cells derived from transdifferentiation, induced pluripotent stem cells [iPSCs], germline pluripotent stem cells, germline stem cells, and somatic cell nuclear transfer [SCNT] stem cells); (3) ethical considerations for research on somatic cells in regenerative medicine (adult somatic cells, fetal tissue somatic cells, and somatic cells derived from pregnancy products [other than fetus]); (4) ethical considerations for research on gametes in regenerative medicine; (5) ethical considerations for research related to genetic manipulation (human and animal) in regenerative medicine; (6) ethical considerations for research on tissue engineering in regenerative medicine; (7) ethical considerations for pre-clinical studies in regenerative medicine; (8) ethical considerations for clinical trials in regenerative medicine; (9) ethical considerations for stem cells and regenerative medicine bio-banks; (10) ethical considerations for privacy and confidentiality; and (11) ethical considerations for obtaining informed consent. This article discusses the process of developing the present ethical guidelines and its practical points. We hope that it can play an important worldwide role in advancing ethics of research on stem cells and regenerative medicine.",Afshar Leila; Aghayan Hamid-Reza; Sadighi Jila; Arjmand Babak; Hashemi Seyed-Mahmoud; Basiri Mohsen; Samani Reza Omani; Ashtiani Mohammad Kazemi; Azin Seyed-Ali; Hajizadeh-Saffar Ensiyeh; Gooshki Ehsan Shamsi; Hamidieh Amir-Ali; Rezania Moallem Mohammad-Reza; Azin Seyed-Mohammad; Shariatinasab Sadegh; Soleymani-Goloujeh Mehdi; Baharvand Hossein,2021,Stem cell research & therapy,Islamic bioethics / genomic consent — supplementary,pending
32578356,The experience of Preimplantation Genetic Testing (PGT) among Muslim couples in Oman in the Middle East.,"Preimplantation genetic testing (PGT) is an alternative reproductive technology integrated with in vitro fertilization (IVF). It is a well-established technique offering a reproductive option for families at a high risk of transmitting a genetic disorder, allowing them to avoid making a decision about termination of an affected pregnancy (TOP). In Arab communities and particularly in Oman, where TOP is not favored under the majority of implemented Muslim law, termination of pregnancy for fetal indications is not always possible. As these communities are in favor of consanguineous marriage, they are at increased risk of serious and lethal autosomal recessive conditions, and as a result, PGT is a feasible option as a TOP decision can be avoided. However, undergoing PGT is relatively new in the Arab Muslim countries and Omani patients have only recently had access to the service. This qualitative study utilized a phenomenological approach to explore the experience of Omani families who had selected to undergo PGT as a means of reducing the risk of having a child affected with a genetic disorder. Fourteen participants from eight families who underwent PGT were interviewed. Data collected were analyzed using thematic analysis. The research identified four main themes: Anxiously waiting 'Taraqub'; Unforeseen; Secrecy; and Me and My Partner. The findings of the research have provided insight into the PGT experiences of Omani families. Unique cultural and religious perspectives should be considered when counseling Omani Muslim couples.",Al-Kharusi Khalsa; Bruwer Zandre; Wessels Tina-Marié,2021,Journal of genetic counseling,Islamic bioethics / genomic consent — supplementary,pending
32144877,A founder truncating variant in GDF1 causes autosomal-recessive right isomerism and associated congenital heart defects in multiplex Arab kindreds.,"The genetic basis of congenital heart malformations associated with disruption of left-right (L-R) asymmetry is broad and heterogenous, with variants in over 25 genes implicated thus far. Of these, deleterious variants in the Growth/Differentiation Factor 1 (GDF1) gene have been shown to cause heterotaxy with varied complex heart malformations of left-right patterning, in 23 individuals reported to date, either in monoallelic or biallelic state. We report three unrelated individuals exhibiting right isomerism with congenital heart defects, each originating from a consanguineous kindred of Arab-Muslim descent. Using whole exome sequencing, a shared novel homozygous truncating c.608G > A (p.W203*) variant in the GDF1 gene was revealed as the molecular basis of their disease. Subsequently, targeted sequencing of this variant showed full segregation with the disease in these families, with a total of over 15 reportedly affected individuals, enabling genetic counseling, prenatal diagnosis, and planning of future pregnancies. Our findings further confirm the association of biallelic GDF1 variants, heterotaxy and congenital heart defects of left-right patterning, and expand the previously described phenotypic spectrum and mutational profile. Moreover, we suggest targeted screening for the p.W203* variant in relevant clinical circumstances.",Marek-Yagel Dina; Bolkier Yoav; Barel Ortal; Vardi Amir; Mishali David; Katz Uriel; Salem Yishay; Abudi Shachar; Nayshool Omri; Kol Nitzan; Raas-Rothschild Annick; Rechavi Gideon; Anikster Yair; Pode-Shakked Ben,2021,American journal of medical genetics. Part A,Islamic bioethics / genomic consent — supplementary,pending
32090706,Producing Parenthood: Islamic Bioethical Perspectives & Normative Implications.,"Biomedicine has opened up new possibilities for parenthood. Once resigned to remaining childless or pursuing adoption, infertile couples can now pursue options such as gamete donation, in-vitro fertilization, and uterine transplantation, as well as surrogacy. Muslim thinkers have viewed these strategies with both promise and caution given new types of kinship and parenthood result. By drawing upon leading medical",Padela Aasim I; Klima Katherine; Duivenbode Rosie,2020,The New bioethics : a multidisciplinary journal of biotechnology and the body,Islamic bioethics / genomic consent — supplementary,pending
31933118,Beyond Halal: Maqasid al-Shari'ah to Assess Bioethical Issues Arising from Genetically Modified Crops.,"Genetically modified organisms (GMOs) have increasingly dominated commodity crop production in the world in the endeavour to address issues related to food security. However, this technology is not without problems, and can give rise to bioethical issues for consumers, particularly Muslims. The Islamic perspective on GMOs is complex and goes beyond just the determination of whether food is halal or not. If the food is halal, but the process to obtain it is not thoyibban, as it is unethical, then the food cannot be permitted under the Maqasid al-Shari'ah. This paper examines ethical issues pertaining to GM crops and how the related ethical issues contradict with Islamic principles beyond the binary distinction between the contaminated and uncontaminated food. Since GM technology is a contemporary issue that may not be directly addressed in the al-Quran and Sunnah, other Islamic sources should also be referred to when drawing up this code of ethics to achieve the objective of Syariah (Maqasid al-Shari'ah). Maqasid al-Shari'ah can be applied to frame the Islamic bioethics guideline as it is comprehensive and encompasses moral principles directly applicable to modern biotechnology. The paper subsequently explores how the principles of Maqasid al-Shari'ah are applied in addressing these ethical issues.",Idris Siti Hafsyah; Abdul Majeed Abu Bakar; Chang Lee Wei,2021,Science and engineering ethics,Islamic bioethics / genomic consent — supplementary,pending
30598952,"Knowledge of umbilical cord blood banking among obstetricians and mothers in Anand and Kheda District, India.","To assess the knowledge of obstetricians and expectant mothers towards UCB banking and their awareness regarding pros and cons of the process. Questionnaires from a previously published study were modified contextually and translated into vernacular language (Gujarati). The questionnaires were distributed among 200 obstetricians, of which 100 responded and 100 mothers were in Anand and Kheda districts of India. Informed consent was taken for both. Mean (SD) age of obstetricians was 47.5 years (11.14) with mean (SD) work experience of 19.72 years (9.94). Almost all were aware of collection procedure for UCB and felt that UCB banking is useful. Thirty obstetricians thought that stored blood can be used in conditions of Autism, Duchenne Muscular Dystrophy and all genetic conditions. Sixty-three were aware of the procedure technique. Majority felt that the process was feasible and would do it for their own child. All the 100 mothers approached consented for the study with average age (SD) of 26.88 (4.17). Many were not aware of such a procedure and were not certain about the usefulness of the procedure. Seventy-six did not know the conditions in which the stored blood can be used. Only 4 mothers/family members had opted for UCB banking, whereas 27 expressed their willingness to recommend UCB to another mother. Five Muslim women wanted UCB but could not pursue it due to religious norms. The level of understanding among obstetricians was not commensurate with the amount of faith with which they promoted UCB banking.",Mistry Ayushi A; Amin Amee A; Nimbalkar Somashekhar M; Bhadesia Pranav; Patel Darshak R; Phatak Ajay G,2022,Journal of family medicine and primary care,Islamic bioethics / genomic consent — supplementary,pending
30502592,A review of the reproductive consequences of consanguinity.,"Consanguinity is the close union, sexual relationship or marriage between persons who have common biological ancestors usually up to about 2nd cousins. Contrary to general opinion consanguinity is quite common and is practiced worldwide. It is an important topic as while rates of consanguineous unions in certain society have decreased over time, rates have remained stable or increased in other societies with rates as high as 80.6% in some communities. Our aim was to conduct a review looking at general aspects of consanguinity and any published reproductive outcomes in literature. We also looked at possible future directions that could be relevant in the management of the consanguineous couple to help improve reproductive outcomes. We conducted a PUBMED, CINAHL, Web of Knowledge and Google Scholar search looking at articles on consanguinity. Consanguinity articles related to pregnancy and reproduction were searched using additional filters looking at our specific areas of interest. All relevant publications up to March 2015 were reviewed. Additional search for relevant articles pertaining to pre implantation genetic diagnosis for future directions in the management of the consanguineous couple was done. Most publications were found in books, on line articles and journals. Most were retrospective, population or cohort studies. Consanguinity is practiced by up to 10% of the world's population with rates ranging from 80.6% in certain provinces in the Middle East to less than 1% in western societies. It predates Islam and has been practiced since Old Testament times. The most commonly cited reason for consanguinity is sociocultural and socioeconomic although it is also more common in certain religions. In areas where rates of Consanguinity are reducing urban migration and increasing education rates are thought to be contributory. Congenital malformations have long been established to be higher in consanguineous couples above the background rate (4.5% Vs 1%).Due to ""Founder effect"" or a common ancestor, Consanguinity is most commonly associated with Inborn errors of metabolism most of which are autosomal recessive. Consanguinity increases the incidence of multifactorial disorders such as diabetes, cardiovascular disorders, obesity and certain types of cancers. These may in turn affect reproductive outcomes. It may also affect fertility rates. Pregnancy outcomes like increased pregnancy wastages and preterm labor have been reported with consanguinity. Other studies produced conflicting evidence on its effect regarding outcomes like hypertensive disorders of pregnancy and Intrauterine growth restriction. Consanguinity continues to be practiced worldwide and in some countries rates are increasing. The main reason for the practice appears to be sociocultural and socioeconomic although religious beliefs is a contributory factor. The most significant effects on reproductive outcomes are mostly due to autosomal recessive inherited conditions and inborn errors of metabolism. It also significantly increases the inheritance of certain multifactorial disorders like diabetes which may indirectly affect reproductive outcomes. In the future with the completion of the study of the whole human Genome and current advances in Pre implantation Genetic diagnosis and screening it may be possible to mitigate some of the adverse reproductive outcomes associated with consanguinity.",Oniya Olubunmi; Neves Karen; Ahmed Badreldeen; Konje Justin C,2019,"European journal of obstetrics, gynecology, and reproductive biology",Islamic bioethics / genomic consent — supplementary,pending
29706639,Carrier frequency analysis of mutations causing autosomal-recessive-inherited retinal diseases in the Israeli population.,"Inherited retinal diseases (IRDs) are heterogeneous phenotypes caused by variants in a large number of genes. Disease prevalence and the frequency of carriers in the general population have been estimated in only a few studies, but are largely unknown. To this end, we developed two parallel methods to calculate carrier frequency for mutations causing autosomal-recessive (AR) IRDs in the Israeli population. We created an SQL database containing information on 178 genes from gnomAD (including genotyping of 5706 Ashkenazi Jewish (AJ) individuals) and our cohort of >2000 families with IRDs. Carrier frequency for IRD variants and genes was calculated based on allele frequency values and the Hardy-Weinberg (HW) equation. We identified 399 IRD-causing variants in 111 genes in Israeli patients and AJ controls. For the AJ subpopulation, gnomAD and HW-based regression analysis showed high correlation, therefore allowing one to use HW-based data as a reliable estimate of carrier frequency. Overall, carrier frequency per subpopulation ranges from 1/2.2 to 1/9.6 individuals, with the highest value obtained for the Arab-Muslim subpopulation in Jerusalem reaching an extremely high carrier rate of 44.7%. Carrier frequency per gene ranges from 1/31 to 1/11994 individuals. We estimate the total carrier frequency for AR-IRD mutations in the Israeli population as over 30%, a relatively high carrier frequency with marked variability among subpopulations. Therefore, these data are highly important for more reliable genetic counseling and genetic screening. Our method can be adapted to study other populations, either based on allele frequency data or cohort of patients.",Hanany Mor; Allon Gilad; Kimchi Adva; Blumenfeld Anat; Newman Hadas; Pras Eran; Wormser Ohad; S Birk Ohad; Gradstein Libe; Banin Eyal; Ben-Yosef Tamar; Sharon Dror,2019,European journal of human genetics : EJHG,Islamic bioethics / genomic consent — supplementary,pending
28895055,Maqasid al-Shariah as a Complementary Framework for Conventional Bioethics: Application in Malaysian Assisted Reproductive Technology (ART) Fatwa.,"Rapid development in the area of assisted reproductive technology (ART), has benefited mankind by addressing reproductive problems. However, the emergence of new technologies and techniques raises various issues and discussions among physicians and the masses, especially on issues related to bioethics. Apart from solutions provided using conventional bioethics framework, solutions can also be derived via a complementary framework of bioethics based on the Higher Objectives of the Divine Law (Maqasid al-Shariah) in tackling these problems. This approach in the Islamic World has been applied and localised in the Malaysian context. Thus, this paper highlights a conceptual theoretical framework for solving current bioethical issues, with a special focus on ART in the Malaysian context, and compares this theory with conventional theories of bioethics.",Ibrahim Abdul Halim; Rahman Noor Naemah Abdul; Saifuddeen Shaikh Mohd,2019,Science and engineering ethics,Islamic bioethics / genomic consent — supplementary,pending
28109006,"Attitudes towards non-invasive prenatal diagnosis among obstetricians in Pakistan, a developing, Islamic country.","Stakeholders' views are essential for informing implementation strategies for non-invasive prenatal testing (NIPT). Little is known about such views in developing countries. We explored attitudes towards NIPT among obstetricians in Pakistan, a developing, Islamic country. A 35-item questionnaire was distributed and collected at eight events (a national conference and seven workshops in five cities) for obstetric professionals on advances in fetal medicine. Responses from 113 obstetrician show positive attitudes towards implementation of NIPT: 95% agreed prevention of genetic conditions was a necessity, and 97% agreed public hospitals should provide prenatal screening tests. However, participants also agreed the availability of NIPT would increase social pressure on women to have prenatal screening tests and to terminate an affected pregnancy (53% and 63%, respectively). Most participants would not offer NIPT for sex determination (55%), although 31% would. The most valued aspects of NIPT were its safety, followed by its utility and then accuracy. Participants generally supported the implementation of NIPT but raised concerns about social implications. Therefore, national policy is needed to regulate the implementation of NIPT, and pretest information and post-test genetic counselling are needed to mitigate social pressure and support parents to make informed decisions. © 2017 John Wiley & Sons, Ltd.",Ahmed Shenaz; Jafri Hussain; Rashid Yasmin; Mason Gerald; Ehsan Yasmin; Ahmed Mushtaq,2017,Prenatal diagnosis,Islamic bioethics / genomic consent — supplementary,pending
27967308,A Biallelic Mutation in the Homologous Recombination Repair Gene SPIDR Is Associated With Human Gonadal Dysgenesis.,"Primary ovarian insufficiency (POI) is caused by ovarian follicle depletion or follicle dysfunction, characterized by amenorrhea with elevated gonadotropin levels. The disorder presents as absence of normal progression of puberty. To elucidate the cause of ovarian dysfunction in a family with POI. We performed whole-exome sequencing in 2 affected individuals. To evaluate whether DNA double-strand break (DSB) repair activities are altered in biallelic mutation carriers, we applied an enhanced green fluorescent protein-based assay for the detection of specific DSB repair pathways in blood-derived cells. Diagnoses were made at the Pediatric Endocrine Clinic, Clalit Health Services, Sharon-Shomron District, Israel. Genetic counseling and sample collection were performed at the Pediatric Genetics Unit, Schneider Children's Medical Center Israel, Petah Tikva, Israel. Two sisters born to consanguineous parents of Israeli Muslim Arab ancestry presented with a lack of normal progression of puberty, high gonadotropin levels, and hypoplastic or absent ovaries on ultrasound. Blood samples for DNA extraction were obtained from all family members. Exome analysis to elucidate the cause of POI in 2 affected sisters. Analysis revealed a stop-gain homozygous mutation in the SPIDR gene (KIAA0146) c.839G>A, p.W280*. This mutation altered SPIDR activity in homologous recombination, resulting in the accumulation of 53BP1-labeled DSBs postionizing radiation and γH2AX-labeled damage during unperturbed growth. SPIDR is important for ovarian function in humans. A biallelic mutation in this gene may be associated with ovarian dysgenesis in cases of autosomal recessive inheritance.",Smirin-Yosef Pola; Zuckerman-Levin Nehama; Tzur Shay; Granot Yaron; Cohen Lior; Sachsenweger Juliane; Borck Guntram; Lagovsky Irina; Salmon-Divon Mali; Wiesmüller Lisa; Basel-Vanagaite Lina,2017,The Journal of clinical endocrinology and metabolism,Islamic bioethics / genomic consent — supplementary,pending
27105486,Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy: report of three cases from Iran.,"Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy (APECED), also named as autoimmune polyglandular syndrome (APS) type 1, is a rare autosomal recessive disorder caused by mutations in autoimmune regulator (AIRE) gene. It is distinguished by an immune-mediated damage of endocrine tissues, chronic candidiasis, and ectodermal disorder. APECED has been shown to be frequent in some populations including Iranian Jews. Here we report three cases of APECED from two independent Iranian Muslim families. Addison's disease, hypoparathyroidismand mucocutaneous candidiasis were shared clinical manifestations in all patients. Mutational analyses have demonstrated a novel homozygous splice site mutation (c.1095+2T>A) in intron 9 and a previously identified homozygous nonsense mutation (c.415C>T) in exon 3 of patients respectively. Future studies are needed to evaluate the frequency of these variants in Iranian APECED patients which would facilitate genetic counseling as well as prenatal diagnosis.",Seifi-Alan Mahnaz; Shamsi Roshanak; Setoodeh Aria; Sayarifard Fatemeh; Aghasi Parisa; Kompani Farzad; Ghafouri-Fard Soudeh; Abbasi Farzaneh,2017,Journal of pediatric endocrinology & metabolism : JPEM,Islamic bioethics / genomic consent — supplementary,pending
27084548,Increased cardiovascular risks associated with familial inbreeding: a population-based study of adolescent cohort.,"Cardiovascular diseases are the leading cause of mortality and morbidity among humans worldwide. We aimed to estimate the effect of familial inbreeding on cardiovascular risks. The study was conducted during April 2014 through June 2014, and a total of 587 adolescent subjects (male = 270, female = 317; 11-18 years of age) were recruited from five Muslim populations viz., Gujjar and Bakarwal (n = 130), Mughal (n = 111), Malik (n = 114), Syed (n = 108), and Khan (n = 124). Wright's path relationship method was used for calculating the coefficient of inbreeding (F). Anthropometric and physiological parameters were estimated using standard methods. We observed higher mean values for major physiological traits among the inbred subjects in comparison with the non-inbred groups of five different populations. Our study suggests that inbreeding and sex are the key factors affecting cardiovascular profile. Multivariate analysis of covariance revealed inbreeding as a major source of variation for cardiovascular risks, dominating over other factors causing greater variability in the physiological traits. The magnitude of cardiovascular risks shows an increase with the increase in the values of coefficient of inbreeding (i.e., from F = 0.00 to F = 0.125). The abnormal levels of systolic blood pressure (SBP; range 140-159 mm Hg) and fasting blood glucose (FBG; range 101-126 mg per dL) show persuasive increase with an upsurge in the homozygosity level (i.e., coefficient of inbreeding). Our comprehensive assessment presents the deleterious consequence of inbreeding on cardiovascular profile. This study can be used as fact-sheet for framing the heath policies and hence can play a vital role in genetic counseling strategies for transforming the public opinion regarding the practice of consanguinity and its associated risks.",Fareed Mohd; Afzal Mohammad,2017,Annals of epidemiology,Islamic bioethics / genomic consent — supplementary,pending
26518168,A novel mutation in the C7orf11 gene causes nonphotosensitive trichothiodystrophy in a multiplex highly consanguineous kindred.,"Trichothiodystrophy (TTD), also known as sulfur-deficient brittle hair syndrome, is a rare autosomal recessive multisystem disorder, which manifests with brittle hair, mental retardation, ichthyosis and decreased fertility. Mutations in the TTDN1 (C7orf11) gene have been shown to cause a nonphotosensitive type of trichothiodystrophy. We report of a 19 years old male, born to consanguineous parents of Arab-Muslim descent, who presented due to severe renal failure, but exhibited additional unique features, including developmental delay, mental retardation, splenomegaly, pancytopenia, hypogonadism and brittle hair. Following the clinical diagnosis of nonphotosensitive TTD, sequencing of the coding exons of C7orf11 was performed and revealed the patient to be homozygous for a novel c.505dupA mutation. As the severe renal failure following which the proband was referred to our care is not typically characteristic of this disorder, its significance is discussed. Molecular diagnosis of this highly affected family should enable genetic counseling and prenatal diagnosis for future pregnancies.",Pode-Shakked Ben; Marek-Yagel Dina; Greenberger Shoshana; Pode-Shakked Naomi; Pras Elon; Barzilai Aviv; Yassin Saeed; Sidi Yechezkel; Anikster Yair,2016,European journal of medical genetics,Islamic bioethics / genomic consent — supplementary,pending
